"id","member_id","loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","addr_state","dti","earliest_cr_line","out_prncp","total_pymnt","last_pymnt_d","last_pymnt_amnt","application_type","recoveries"
494891,633723,5550.0,5550.0, 36 months,11.36,182.66,B,B5,"5 years",RENT,31000.0,Not Verified,"1/3/2010",Charged Off,car,MA,1.59,Jun-01,0.0,2083.32,Mar-11,365.32,INDIVIDUAL,0
24845983,27278864,18000.0,18000.0, 36 months,8.39,567.3,A,A5,"10+ years",MORTGAGE,100000.0,Not Verified,"1/8/2014",Current,debt_consolidation,TX,8.53,Jan-00,10060.55,9644.1,Jan-16,567.3,INDIVIDUAL,0
61312931,65431751,10000.0,10000.0, 36 months,10.99,327.34,B,B4,"8 years",RENT,40000.0,Source Verified,"1/10/2015",Current,debt_consolidation,CA,14.4,Dec-02,9286.23,966.76,Jan-16,327.34,INDIVIDUAL,0
33471588,36114874,19425.0,19425.0, 60 months,15.99,472.28,D,D2,"3 years",MORTGAGE,54000.0,Source Verified,"1/11/2014",Current,debt_consolidation,IN,21.09,Jun-02,16163.69,6594.66,Jan-16,472.28,INDIVIDUAL,0
31346828,33910032,12600.0,12600.0, 36 months,17.57,452.81,D,D4,"10+ years",RENT,42000.0,Source Verified,"1/10/2014",Fully Paid,debt_consolidation,WI,35.74,Feb-01,0.0,13397.28,Feb-15,12051.15,INDIVIDUAL,0
63327804,67669600,24375.0,24375.0, 60 months,19.99,645.66,E,E4,"6 years",MORTGAGE,90000.0,Verified,"1/11/2015",Current,debt_consolidation,MS,20.77,Jul-96,23891.78,1237.18,Jan-16,645.66,INDIVIDUAL,0
64997574,69524300,12000.0,12000.0, 36 months,16.99,427.78,D,D3,"10+ years",MORTGAGE,118248.04,Source Verified,"1/11/2015",Current,debt_consolidation,CO,13.39,Apr-08,11480.59,838.57,Jan-16,427.78,INDIVIDUAL,0
8886221,10678259,18075.0,18075.0, 36 months,13.67,614.87,B,B5,"10+ years",MORTGAGE,55000.0,Verified,"1/11/2013",Current,debt_consolidation,WV,30.26,Sep-96,6323.41,15371.33,Dec-15,614.87,INDIVIDUAL,0
55180923,58751729,10000.0,10000.0, 36 months,12.29,333.53,C,C1,"8 years",MORTGAGE,55000.0,Source Verified,"1/7/2015",Current,debt_consolidation,IN,18.35,Sep-09,8577.33,1953.38,Jan-16,333.53,INDIVIDUAL,0
55254631,58835565,11725.0,11725.0, 60 months,12.69,264.93,C,C2,"9 years",MORTGAGE,60000.0,Not Verified,"1/7/2015",Current,debt_consolidation,PA,33.07,Dec-79,10856.7,1573.05,Jan-16,264.93,INDIVIDUAL,0
634443,812770,14000.0,14000.0, 60 months,9.62,294.85,B,B3,"",RENT,57600.0,Verified,"1/12/2010",Fully Paid,debt_consolidation,WA,14.08,Jan-90,0.0,17690.82641,Jan-16,294.67,INDIVIDUAL,0
28713373,31246539,35000.0,35000.0, 60 months,18.99,907.73,E,E1,< 1 year,RENT,110000.0,Verified,"1/10/2014",Current,debt_consolidation,VA,17.32,Sep-92,29061.9,13615.95,Jan-16,907.73,INDIVIDUAL,0
28614137,31137338,28000.0,28000.0, 36 months,7.12,866.1,A,A3,"",RENT,81500.0,Verified,"1/10/2014",Fully Paid,home_improvement,CA,26.42,Jun-99,0.0,29956.43,Dec-15,18697.13,INDIVIDUAL,0
57694063,61446814,18225.0,18225.0, 36 months,17.57,654.96,D,D4,"10+ years",RENT,54239.0,Verified,"1/8/2015",Current,other,TX,2.9,Apr-93,16638.11,2584.26,Dec-15,654.96,INDIVIDUAL,0
65765970,70398782,6000.0,6000.0, 36 months,9.17,191.28,B,B2,"10+ years",OWN,62000.0,Verified,"1/11/2015",Current,other,CT,18.96,May-94,5854.57,188.22,Dec-15,191.28,INDIVIDUAL,0
19486350,21699109,15800.0,15800.0, 60 months,17.57,397.53,D,D4,"1 year",MORTGAGE,55000.0,Source Verified,"1/6/2014",Current,debt_consolidation,IL,17.26,Aug-88,12189.62,7553.07,Jan-16,397.53,INDIVIDUAL,0
65751461,70384183,14925.0,14925.0, 36 months,13.18,504.18,C,C3,"3 years",RENT,32496.0,Source Verified,"1/11/2015",Current,credit_card,NY,27.92,Apr-08,14584.75,493.25,Dec-15,504.18,INDIVIDUAL,0
40919321,43795039,26350.0,26350.0, 60 months,8.18,536.56,B,B1,"2 years",MORTGAGE,108000.0,Verified,"1/2/2015",Current,debt_consolidation,AZ,27.87,Dec-85,22287.05,5890.19,Jan-16,536.56,INDIVIDUAL,0
11304738,13216890,20000.0,20000.0, 60 months,17.57,503.21,D,D2,"10+ years",OWN,58000.0,Verified,"1/2/2014",Late (31-120 days),debt_consolidation,OK,33.27,Jan-02,15152.45,10567.41,Jan-16,503.21,INDIVIDUAL,0
4776911,6049185,4200.0,4200.0, 36 months,13.11,141.74,B,B4,"7 years",MORTGAGE,14000.0,Verified,"1/5/2013",Current,home_improvement,CA,10.63,Apr-08,687.53,4391.69,Dec-15,141.74,INDIVIDUAL,0
12938137,14970325,8000.0,8000.0, 36 months,9.67,256.9,B,B1,< 1 year,MORTGAGE,30000.0,Source Verified,"1/3/2014",Current,debt_consolidation,IN,4.6,Jun-01,3616.02,5394.9,Dec-15,256.9,INDIVIDUAL,0
12395371,14407515,17000.0,17000.0, 36 months,12.49,568.64,B,B4,"10+ years",RENT,65000.0,Not Verified,"1/2/2014",Fully Paid,debt_consolidation,NC,13.46,Jul-05,0.0,19298.73,Jun-15,11337.77,INDIVIDUAL,0
1593331,1863737,16000.0,16000.0, 60 months,12.12,356.89,B,B3,"9 years",MORTGAGE,60000.0,Source Verified,"1/10/2012",Charged Off,debt_consolidation,IL,21.14,Sep-96,0.0,8208.47,Sep-14,356.89,INDIVIDUAL,12.96
34914100,37597421,27000.0,27000.0, 60 months,11.44,592.99,B,B4,"10+ years",MORTGAGE,80000.0,Source Verified,"1/11/2014",Fully Paid,debt_consolidation,OR,16.22,Apr-88,0.0,29421.86,Sep-15,24119.27,INDIVIDUAL,0
8988275,10770190,17000.0,17000.0, 60 months,13.67,392.66,B,B5,"10+ years",MORTGAGE,140000.0,Verified,"1/11/2013",Fully Paid,debt_consolidation,FL,15.04,Jan-87,0.0,19633.43,Feb-15,14528.85,INDIVIDUAL,0
38477547,41271414,12000.0,12000.0, 60 months,10.49,257.87,B,B3,"9 years",RENT,50000.0,Source Verified,"1/1/2015",Current,debt_consolidation,TX,7.13,Mar-93,10073.48,3080.45,Jan-16,257.87,INDIVIDUAL,0
1255470,1497924,20000.0,20000.0, 36 months,12.12,665.44,B,B3,"4 years",MORTGAGE,80000.0,Not Verified,"1/5/2012",Fully Paid,credit_card,UT,15.35,May-00,0.0,23954.98277,Jun-15,666.98,INDIVIDUAL,0
67889219,72747961,18000.0,18000.0, 36 months,7.26,557.94,A,A4,"5 years",OWN,117000.0,Source Verified,"1/12/2015",Current,debt_consolidation,AR,21.18,May-97,18000.0,0.0,"",0.0,INDIVIDUAL,0
63742409,68138131,10000.0,10000.0, 36 months,6.89,308.27,A,A3,"10+ years",MORTGAGE,50000.0,Not Verified,"1/11/2015",Current,debt_consolidation,MA,18.67,Apr-02,9496.85,612.71,Jan-16,308.27,INDIVIDUAL,0
38942297,41726009,18000.0,18000.0, 36 months,8.67,569.64,B,B1,"10+ years",MORTGAGE,71000.0,Source Verified,"1/1/2015",Current,debt_consolidation,AZ,22.92,Dec-01,12510.17,6827.01,Jan-16,569.64,INDIVIDUAL,0
10775135,12667258,20000.0,20000.0, 36 months,13.98,683.36,C,C1,"6 years",OWN,98000.0,Verified,"1/1/2014",Fully Paid,debt_consolidation,AK,8.9,Jun-03,0.0,23909.93,Nov-15,9559.37,INDIVIDUAL,0
22471558,24794500,18000.0,18000.0, 36 months,13.35,609.54,C,C2,"3 years",MORTGAGE,120000.0,Verified,"1/7/2014",Current,home_improvement,CT,8.14,May-03,10386.99,10362.18,Dec-15,609.54,INDIVIDUAL,0
870037,1083973,1500.0,1500.0, 36 months,5.42,45.24,A,A1,"1 year",MORTGAGE,60000.0,Source Verified,"1/9/2011",Charged Off,medical,KY,5.26,Feb-97,0.0,225.1,Feb-12,45.24,INDIVIDUAL,0
19686372,21909134,8000.0,8000.0, 36 months,12.49,267.6,B,B5,"4 years",RENT,45000.0,Not Verified,"1/6/2014",Current,debt_consolidation,CA,18.35,Jul-08,4149.4,5084.4,Jan-16,267.6,INDIVIDUAL,0
58160410,61964122,3000.0,3000.0, 36 months,9.17,95.64,B,B2,"1 year",MORTGAGE,25000.0,Not Verified,"1/9/2015",Current,debt_consolidation,SD,11.28,Oct-00,2705.79,381.03,Jan-16,95.64,INDIVIDUAL,0
21060853,23343559,26950.0,26950.0, 36 months,8.39,849.38,A,A5,"3 years",MORTGAGE,95000.0,Verified,"1/7/2014",Charged Off,debt_consolidation,NY,25.96,Jul-97,0.0,9988.13,Feb-15,1741.23,INDIVIDUAL,4000
7716202,9418268,11625.0,11625.0, 60 months,23.7,332.41,F,F1,"3 years",RENT,34000.0,Verified,"1/10/2013",Current,debt_consolidation,CA,20.58,Jul-06,8005.0,8970.83,Jan-16,332.41,INDIVIDUAL,0
14509877,16572184,20000.0,20000.0, 36 months,6.62,614.08,A,A2,"2 years",MORTGAGE,175000.0,Source Verified,"1/4/2014",Current,debt_consolidation,NJ,3.82,Jun-02,8816.82,12895.68,Jan-16,614.08,INDIVIDUAL,0
38321419,41105150,15000.0,15000.0, 60 months,8.19,305.52,A,A5,"10+ years",OWN,105000.0,Not Verified,"1/1/2015",Fully Paid,debt_consolidation,TX,6.89,Aug-02,0.0,15354.77,Apr-15,14757.38,INDIVIDUAL,0
56210270,59881992,23000.0,23000.0, 36 months,13.99,785.98,C,C4,"5 years",RENT,95000.0,Verified,"1/7/2015",Current,credit_card,NY,7.19,Sep-06,20349.73,3912.02,Dec-15,785.98,INDIVIDUAL,0
3239931,3982741,20000.0,20000.0, 36 months,7.62,623.23,A,A3,"8 years",RENT,170000.0,Verified,"1/2/2013",Current,credit_card,NY,8.38,Mar-92,627.7,21802.73,Jan-16,623.23,INDIVIDUAL,0
7618420,9300390,12300.0,12300.0, 36 months,17.1,439.15,C,C5,"1 year",MORTGAGE,70000.0,Verified,"1/10/2013",Fully Paid,debt_consolidation,FL,27.16,Nov-01,0.0,12475.28,Nov-13,12475.28,INDIVIDUAL,0
10075074,11927194,19200.0,19200.0, 60 months,18.25,490.17,D,D3,"5 years",MORTGAGE,75000.0,Verified,"1/1/2014",Fully Paid,debt_consolidation,MT,12.99,Jan-01,0.0,20066.92,Apr-14,19086.58,INDIVIDUAL,0
38426831,41210644,20000.0,20000.0, 60 months,8.67,411.98,B,B1,"3 years",MORTGAGE,66000.0,Source Verified,"1/1/2015",Current,credit_card,NV,17.36,Dec-03,16659.57,4934.13,Jan-16,411.98,INDIVIDUAL,0
32179253,34792500,10000.0,10000.0, 60 months,14.49,235.24,C,C4,"2 years",RENT,38000.0,Source Verified,"1/10/2014",Current,debt_consolidation,FL,10.01,Feb-04,8265.05,3285.31,Jan-16,235.24,INDIVIDUAL,0
24094496,26487437,15000.0,15000.0, 60 months,15.61,361.67,D,D1,"8 years",RENT,40000.0,Not Verified,"1/8/2014",Fully Paid,debt_consolidation,PA,25.4,Sep-98,0.0,17463.6,Sep-15,13123.56,INDIVIDUAL,0
30445685,32998865,9975.0,9975.0, 36 months,16.29,352.13,D,D2,"4 years",OWN,28000.0,Source Verified,"1/10/2014",Fully Paid,debt_consolidation,FL,35.3,Sep-74,0.0,10576.19,Feb-15,9528.83,INDIVIDUAL,0
59071968,62959764,35000.0,35000.0, 36 months,11.53,1154.66,B,B5,"10+ years",RENT,150000.0,Source Verified,"1/8/2015",Current,credit_card,CA,16.07,Nov-03,31679.04,4573.8,Dec-15,1154.66,INDIVIDUAL,0
10566437,12448454,10000.0,10000.0, 36 months,7.9,312.91,A,A4,"10+ years",RENT,53000.0,Not Verified,"1/1/2014",Current,debt_consolidation,NJ,2.63,May-03,3598.78,7509.84,Jan-16,312.91,INDIVIDUAL,0
11886028,13878190,5800.0,5800.0, 36 months,12.99,195.4,B,B5,"10+ years",MORTGAGE,90000.0,Not Verified,"1/2/2014",Current,credit_card,IL,7.67,Mar-83,2525.64,4298.8,Jan-16,195.4,INDIVIDUAL,0
583119,749334,20000.0,20000.0, 36 months,15.21,695.37,D,D2,"2 years",MORTGAGE,36000.0,Verified,"1/9/2010",Fully Paid,home_improvement,FL,4.9,May-97,0.0,25013.7,Oct-13,770.37,INDIVIDUAL,0
780585,983379,11000.0,11000.0, 36 months,11.14,360.86,B,B2,"2 years",RENT,90000.0,Verified,"1/6/2011",Fully Paid,debt_consolidation,NY,4.47,Nov-01,0.0,12990.55651,Jun-14,361.74,INDIVIDUAL,0
38536151,41319959,22200.0,22200.0, 36 months,12.39,741.5,C,C1,< 1 year,OWN,100000.0,Verified,"1/1/2015",Current,debt_consolidation,FL,12.19,Jun-88,16264.76,8169.64,Jan-16,741.5,INDIVIDUAL,0
38455565,41249368,10000.0,10000.0, 36 months,11.99,332.1,B,B5,"1 year",RENT,25000.0,Source Verified,"1/1/2015",Current,debt_consolidation,CA,14.98,Sep-05,7055.47,3978.54,Jan-16,332.1,INDIVIDUAL,0
57215456,60918215,12000.0,12000.0, 60 months,15.61,289.34,D,D1,"10+ years",MORTGAGE,32000.0,Source Verified,"1/7/2015",Current,credit_card,MO,33.38,Nov-01,11316.24,1425.89,Jan-16,289.34,INDIVIDUAL,0
15390459,17462881,5000.0,5000.0, 36 months,16.29,176.51,D,D2,"5 years",MORTGAGE,43000.0,Not Verified,"1/7/2014",Late (31-120 days),debt_consolidation,GA,12.1,Dec-88,3073.15,2824.16,Nov-15,176.51,INDIVIDUAL,0
13197180,15229368,28000.0,28000.0, 36 months,8.9,889.09,A,A5,"1 year",MORTGAGE,118000.0,Verified,"1/3/2014",Fully Paid,debt_consolidation,NJ,14.15,Nov-01,0.0,30191.25,Jun-15,8133.08,INDIVIDUAL,0
573077,737127,8000.0,8000.0, 36 months,7.88,250.25,A,A5,"2 years",MORTGAGE,30000.0,Not Verified,"1/9/2010",Fully Paid,credit_card,CA,0.4,May-01,0.0,9006.11,Aug-13,509.43,INDIVIDUAL,0
39531249,42355061,14000.0,14000.0, 36 months,8.19,439.94,A,A5,"10+ years",OWN,84000.0,Source Verified,"1/1/2015",Current,home_improvement,CA,11.9,Jun-99,10079.75,4832.97,Dec-15,439.94,INDIVIDUAL,0
18334567,20497252,15400.0,15400.0, 60 months,17.57,387.47,D,D4,"10+ years",MORTGAGE,93000.0,Not Verified,"1/6/2014",Current,debt_consolidation,FL,10.52,Jan-03,11880.94,7361.93,Jan-16,387.47,INDIVIDUAL,0
55271662,58852495,8400.0,8400.0, 36 months,14.65,289.76,C,C5,"2 years",RENT,26400.0,Source Verified,"1/7/2015",Current,car,CA,22.41,Jan-05,7241.89,1724.89,Jan-16,289.76,INDIVIDUAL,0
59582372,63516142,35000.0,35000.0, 60 months,18.55,899.28,E,E2,"10+ years",MORTGAGE,125000.0,Verified,"1/9/2015",Current,debt_consolidation,OK,24.89,Nov-94,33533.48,3596.38,Jan-16,899.28,INDIVIDUAL,0
887394,1103542,12500.0,12500.0, 36 months,10.65,407.17,B,B2,"5 years",RENT,31000.0,Not Verified,"1/9/2011",Fully Paid,debt_consolidation,TX,21.02,Nov-99,0.0,14653.42835,Oct-14,427.68,INDIVIDUAL,0
389170,423147,12000.0,12000.0, 36 months,7.68,374.29,A,A2,"5 years",MORTGAGE,69996.0,Verified,"1/4/2009",Charged Off,car,OH,12.62,Apr-01,0.0,3150.56,Jan-10,151.15,INDIVIDUAL,0
14358114,16400506,32225.0,32225.0, 36 months,12.49,1077.89,B,B4,"10+ years",MORTGAGE,130000.0,Verified,"1/4/2014",Current,credit_card,TX,9.93,Apr-96,14897.84,22635.69,Jan-16,1077.89,INDIVIDUAL,0
3638071,4590462,24000.0,24000.0, 60 months,8.9,497.04,A,A5,"10+ years",OWN,150000.0,Source Verified,"1/3/2013",Current,debt_consolidation,MI,18.47,Sep-87,11717.89,16893.31,Jan-16,497.04,INDIVIDUAL,0
58300533,62119256,10000.0,10000.0, 36 months,11.53,329.91,B,B5,"10+ years",MORTGAGE,56000.0,Not Verified,"1/8/2015",Current,debt_consolidation,IN,28.89,Aug-03,9051.13,1313.23,Dec-15,329.91,INDIVIDUAL,0
55544431,59146186,17000.0,17000.0, 36 months,7.89,531.86,A,A5,< 1 year,RENT,80000.0,Not Verified,"1/7/2015",Current,credit_card,IL,11.27,Feb-98,14437.69,3183.71,Jan-16,531.86,INDIVIDUAL,0
60834167,64875988,3000.0,3000.0, 36 months,8.18,94.26,B,B1,< 1 year,RENT,55000.0,Not Verified,"1/10/2015",Current,debt_consolidation,NC,31.38,Sep-02,2777.06,280.05,Jan-16,94.26,INDIVIDUAL,0
11648613,13620811,15000.0,15000.0, 36 months,8.9,476.3,A,A5,< 1 year,MORTGAGE,58000.0,Verified,"1/2/2014",Fully Paid,debt_consolidation,TX,16.8,Oct-98,0.0,16006.65,Feb-15,10243.65,INDIVIDUAL,0
59602938,63536728,20925.0,20925.0, 60 months,16.55,515.0,D,D2,"10+ years",MORTGAGE,46526.0,Verified,"1/9/2015",Current,debt_consolidation,KY,18.16,Sep-93,20000.45,2040.76,Jan-16,515.0,INDIVIDUAL,0
54344252,57924986,10425.0,10425.0, 36 months,18.25,378.2,E,E1,"2 years",MORTGAGE,60000.0,Source Verified,"1/7/2015",Current,debt_consolidation,NY,4.04,Feb-11,9292.83,1937.46,Dec-15,445.8,INDIVIDUAL,0
46576128,49713840,5000.0,5000.0, 36 months,13.33,169.27,C,C3,< 1 year,MORTGAGE,42000.0,Verified,"1/4/2015",Current,debt_consolidation,WA,29.86,Sep-96,4054.0,1350.46,Jan-16,169.27,INDIVIDUAL,0
33661648,36314934,14000.0,14000.0, 36 months,14.31,480.6,C,C4,"8 years",MORTGAGE,40000.0,Not Verified,"1/11/2014",Current,debt_consolidation,OH,17.58,Feb-01,8904.56,7017.27,Jan-16,480.6,INDIVIDUAL,0
55178244,58748961,6000.0,6000.0, 36 months,7.26,185.98,A,A4,"10+ years",MORTGAGE,52000.0,Not Verified,"1/7/2015",Current,debt_consolidation,AR,37.11,Nov-86,5088.23,1113.46,Jan-16,185.98,INDIVIDUAL,0
56954868,60667609,8000.0,8000.0, 36 months,9.99,258.1,B,B3,"10+ years",RENT,110000.0,Source Verified,"1/8/2015",Current,debt_consolidation,NJ,19.02,Jun-92,7026.42,1286.06,Jan-16,258.1,INDIVIDUAL,0
25277924,27730576,13000.0,13000.0, 60 months,8.39,266.03,A,A5,"9 years",MORTGAGE,55000.0,Not Verified,"1/8/2014",Current,credit_card,KS,19.04,Aug-03,10045.94,4256.48,Dec-15,266.03,INDIVIDUAL,0
57336432,61039220,10000.0,10000.0, 60 months,12.69,225.95,C,C2,"9 years",RENT,38500.0,Not Verified,"1/8/2015",Current,debt_consolidation,NC,11.94,Feb-05,9386.15,1122.7,Jan-16,225.95,INDIVIDUAL,0
22382743,24715537,2000.0,2000.0, 36 months,13.35,67.73,C,C2,"1 year",MORTGAGE,40000.0,Source Verified,"1/7/2014",Fully Paid,credit_card,OH,16.2,Aug-04,0.0,2173.74,Apr-15,1699.63,INDIVIDUAL,0
34743010,37436286,8000.0,8000.0, 36 months,7.49,248.82,A,A4,"8 years",MORTGAGE,80000.0,Not Verified,"1/11/2014",Current,debt_consolidation,TX,19.93,Oct-87,5099.75,3480.15,Jan-16,248.82,INDIVIDUAL,0
55161509,58732330,13500.0,13500.0, 60 months,9.17,281.36,B,B2,"2 years",MORTGAGE,150000.0,Source Verified,"1/7/2015",Current,credit_card,OH,19.24,Sep-95,12410.18,1674.4,Jan-16,281.36,INDIVIDUAL,0
57114717,60394449,20250.0,20250.0, 36 months,9.99,653.32,B,B3,"",RENT,45000.0,Verified,"1/8/2015",Current,credit_card,NV,27.71,Feb-79,17785.61,3255.36,Jan-16,653.32,INDIVIDUAL,0
29134250,31677443,8500.0,8500.0, 36 months,9.17,270.98,B,B1,"8 years",OWN,70000.0,Not Verified,"1/10/2014",Fully Paid,credit_card,FL,8.69,Dec-01,0.0,8972.32,May-15,7332.3,INDIVIDUAL,0
56080733,59742534,21000.0,21000.0, 60 months,13.99,488.53,C,C4,"10+ years",MORTGAGE,115409.0,Source Verified,"1/7/2015",Current,debt_consolidation,FL,17.24,Nov-89,19752.73,2410.01,Jan-16,488.53,INDIVIDUAL,0
67818440,72677157,28800.0,28800.0, 60 months,10.64,621.03,B,B4,"3 years",RENT,100000.0,Not Verified,"1/12/2015",Current,debt_consolidation,CA,16.34,Jul-01,28800.0,0.0,"",0.0,INDIVIDUAL,0
17974350,20126885,25000.0,25000.0, 36 months,8.39,787.92,A,A5,"10+ years",OWN,150000.0,Verified,"1/6/2014",Current,debt_consolidation,TX,19.82,Dec-97,12587.65,14970.48,Jan-16,787.92,INDIVIDUAL,0
37700924,40473775,25000.0,25000.0, 60 months,24.5,726.48,F,F3,"2 years",MORTGAGE,56000.0,Source Verified,"1/1/2015",Current,debt_consolidation,CA,24.02,Jul-03,22095.34,8649.7,Jan-16,726.48,INDIVIDUAL,0
64069499,68500291,4800.0,4800.0, 36 months,12.59,160.79,C,C2,"1 year",MORTGAGE,98500.0,Not Verified,"1/11/2015",Current,debt_consolidation,WA,17.15,Sep-01,4577.98,316.54,Jan-16,160.79,INDIVIDUAL,0
5254902,6597067,25000.0,25000.0, 36 months,15.31,870.44,C,C2,"4 years",RENT,60000.0,Verified,"1/5/2013",Fully Paid,credit_card,PA,16.26,Nov-03,0.0,29960.43027,Jan-15,13423.33,INDIVIDUAL,0
63175352,67517095,6525.0,6525.0, 36 months,20.99,245.8,E,E5,"9 years",OWN,34000.0,Verified,"1/10/2015",Current,credit_card,PA,35.97,Sep-04,6259.36,483.99,Dec-15,245.8,INDIVIDUAL,0
22201381,24524326,4675.0,4675.0, 36 months,15.61,163.47,D,D1,"10+ years",MORTGAGE,84000.0,Verified,"1/7/2014",Current,credit_card,WA,29.16,Feb-87,2735.87,2778.99,Dec-15,163.47,INDIVIDUAL,0
46536624,49674355,13000.0,13000.0, 60 months,12.69,293.74,C,C2,< 1 year,RENT,69000.0,Source Verified,"1/4/2015",Current,debt_consolidation,WA,21.53,Sep-04,11532.63,2634.5,Jan-16,293.74,INDIVIDUAL,0
6324998,7857079,3600.0,3600.0, 36 months,7.62,112.19,A,A3,"10+ years",MORTGAGE,46551.0,Source Verified,"1/7/2013",Fully Paid,debt_consolidation,LA,8.91,Aug-90,0.0,3785.02,Apr-14,2887.5,INDIVIDUAL,0
44106217,47122958,15600.0,15600.0, 60 months,12.29,349.31,C,C1,"6 years",MORTGAGE,53000.0,Verified,"1/4/2015",Current,debt_consolidation,NC,6.25,Nov-98,13822.56,3133.14,Jan-16,349.31,INDIVIDUAL,0
10177419,12029223,7200.0,7200.0, 36 months,5.93,218.81,A,A1,"4 years",OWN,66500.0,Source Verified,"1/4/2015",Current,credit_card,KS,19.39,Apr-10,5517.95,1964.55,Jan-16,218.81,INDIVIDUAL,0
41144338,44020345,10500.0,10500.0, 60 months,16.55,258.42,D,D2,"3 years",RENT,24000.0,Verified,"1/2/2015",Current,debt_consolidation,CA,33.7,May-05,9290.76,2564.89,Dec-15,258.42,INDIVIDUAL,0
30805790,33358962,6400.0,6400.0, 36 months,10.15,206.97,B,B2,< 1 year,RENT,34000.0,Not Verified,"1/10/2014",Current,debt_consolidation,MI,25.05,Sep-08,3966.61,3097.33,Jan-16,206.97,INDIVIDUAL,0
44047561,47064356,25000.0,25000.0, 36 months,6.92,771.02,A,A4,"3 years",MORTGAGE,120000.0,Source Verified,"1/3/2015",Current,credit_card,IL,10.08,Aug-03,19226.42,6929.57,Dec-15,771.02,INDIVIDUAL,0
62459806,66722531,6000.0,6000.0, 36 months,7.26,185.98,A,A4,"2 years",MORTGAGE,125000.0,Verified,"1/10/2015",Current,debt_consolidation,NJ,1.92,Mar-79,5548.24,555.52,Jan-16,185.98,INDIVIDUAL,0
500122,642222,7000.0,7000.0, 36 months,7.88,218.97,A,A5,"2 years",RENT,65000.0,Source Verified,"1/4/2010",Fully Paid,major_purchase,NJ,19.02,Jul-97,0.0,7912.34,Apr-13,230.68,INDIVIDUAL,0
44673541,47741269,23225.0,23225.0, 60 months,16.55,571.6,D,D2,"10+ years",MORTGAGE,53000.0,Source Verified,"1/4/2015",Current,debt_consolidation,LA,15.22,Aug-04,20834.54,5123.05,Jan-16,571.6,INDIVIDUAL,0
43295910,46312649,10800.0,10800.0, 60 months,18.25,275.72,E,E1,"7 years",MORTGAGE,32000.0,Source Verified,"1/3/2015",Current,debt_consolidation,SC,23.59,Oct-04,9733.53,2501.26,Jan-16,275.72,INDIVIDUAL,0
3216495,3958847,17500.0,17500.0, 60 months,21.98,483.14,E,E4,"",RENT,61870.0,Source Verified,"1/2/2013",Fully Paid,car,CA,12.96,Feb-86,0.0,18737.29621,Mar-14,1924.41,INDIVIDUAL,0
5784597,7216746,3600.0,3600.0, 36 months,20.49,134.69,E,E1,"8 years",MORTGAGE,47440.0,Not Verified,"1/6/2013",Current,vacation,OR,21.27,Dec-98,641.64,4172.99,Jan-16,134.69,INDIVIDUAL,0
11236009,13148184,8000.0,8000.0, 36 months,18.25,290.23,D,D3,"1 year",MORTGAGE,52500.0,Not Verified,"1/1/2014",Fully Paid,debt_consolidation,MN,7.65,May-06,0.0,9616.089717,Jun-15,5262.64,INDIVIDUAL,0
46577562,49715321,35000.0,35000.0, 36 months,7.89,1095.0,A,A5,"10+ years",RENT,90000.0,Verified,"1/5/2015",Current,credit_card,CA,25.6,Mar-03,27919.67,8744.66,Jan-16,1095.0,INDIVIDUAL,0
68605018,73507783,18000.0,18000.0, 36 months,5.32,542.07,A,A1,"9 years",MORTGAGE,140000.0,Not Verified,"1/12/2015",Issued,debt_consolidation,CA,12.62,Oct-02,18000.0,0.0,"",0.0,INDIVIDUAL,0
58180426,61984151,24625.0,24625.0, 60 months,17.57,619.57,D,D4,"2 years",RENT,56000.0,Source Verified,"1/8/2015",Current,debt_consolidation,FL,18.35,Nov-08,23565.95,2454.24,Dec-15,619.57,INDIVIDUAL,0
3485789,4368098,7000.0,7000.0, 36 months,11.14,229.64,B,B2,< 1 year,RENT,110000.0,Not Verified,"1/2/2013",Current,credit_card,GA,23.18,Mar-98,453.13,7807.28,Dec-15,229.64,INDIVIDUAL,0
3114571,3786722,12000.0,12000.0, 36 months,13.11,404.97,B,B4,"10+ years",RENT,38753.0,Not Verified,"1/2/2013",Charged Off,credit_card,CA,13.22,Mar-97,0.0,4854.96,Feb-14,404.97,INDIVIDUAL,0
61328672,65447400,24650.0,24650.0, 60 months,18.25,629.31,E,E1,"5 years",MORTGAGE,70000.0,Source Verified,"1/10/2015",Current,debt_consolidation,OK,23.54,May-98,23875.06,1862.94,Jan-16,629.31,INDIVIDUAL,0
46631470,49779239,18075.0,18075.0, 36 months,13.33,611.9,C,C3,"7 years",RENT,43208.0,Verified,"1/4/2015",Current,debt_consolidation,MO,25.5,Jan-04,14655.31,4881.81,Dec-15,611.9,INDIVIDUAL,0
46578077,49715853,2200.0,2200.0, 36 months,11.53,72.58,B,B5,"8 years",MORTGAGE,64000.0,Not Verified,"1/4/2015",Current,other,OH,30.47,Mar-89,1774.36,579.23,Dec-15,72.58,INDIVIDUAL,0
16412146,18494611,35000.0,35000.0, 60 months,18.24,893.35,D,D5,"10+ years",RENT,150166.0,Verified,"1/5/2014",Current,debt_consolidation,TX,22.86,Apr-89,26627.79,17867.0,Jan-16,893.35,INDIVIDUAL,0
